text,topic
"Bob Anderton, go ahead and press star 6. It's your turn. We can come back to Bob Anderton if Bob's not ready.",public
"Bob, press star 6 on your phone. Oh, finally. Can you hear me now?",public
"We have nine signed up today, Council President. Thank you. Colleagues, at this time, we will open the remote public comment period for items on the Seattle Council agenda introduction and referral calendar and the Council's work program.",public
"It remains the strong intent of the City Council to have remote public comment regularly included on meeting agendas. However, as a reminder, the City Council reserves the right to end or eliminate these public comment periods at any point if we deem that the system is being abused or is no longer suitable for allowing our meetings to be conducted efficiently and effectively. So I did offer some words last time I heard from a few of my colleagues.",public
"I'm asking that those folks that are signed up that you speak to the City Council agenda, the introduction referral calendar and the Council's work program. And this basically asking you to be respectful and kind and just to get your words and your thoughts across so we can actually listen to you and do something about it. So with that, Madam Clerk, you can go ahead and start with the speakers if you want to start calling them three at a time.",public
"Okay, great. Thank you. The public comment period for this meeting is up to 20 minutes and each speaker will be given two minutes to speak.",public
Speakers are called upon in the order in which they registered to provide public comment on the Council's website. Each speaker must call in from the phone number provided when registered and use the ID and passcode that was emailed upon confirmation. Please note this is different from the general meeting listen line ID listed on the agenda.,public
If you did not receive an email confirmation please check your spam or junk mail folders. Once a speaker's name is called staff will unmute the appropriate microphone and automatic prompt of you have been unmuted Will be the speaker's cue that is their turn to speak and then the speaker must press star six to begin speaking.,public
Please begin speaking by stating your name and the item that you are addressing. Speakers will hear a chime when 10 seconds are left of the allotted time. Once you hear the chime we ask that you begin to wrap up your public comment.,public
"If speakers do not end their comments at the end of the allotted time provided, the speaker's microphone will be muted to allow us to call on the next speaker. Once you have completed your public comment, we ask that you please disconnect from the line. And if you plan to continue following this meeting please do so via Seattle channel, or the listening options listed on the agenda.",public
"The public comment period is now open, and we'll begin by calling on the first speaker. Please remember to press star six after you hear the prompt of you have been unmuted. And our first speaker is Howard Gale.",public
"And for anybody who does want to provide us with public comment, of course, you can reach us at council at Seattle.gov on any topic related to the finance and housing committee. And for that matter, any topic related to city business. We will go ahead and skip public comment then and encourage folks to send in any comments that they may have related to items on our agenda or work plan.",public
"So hopefully we can get through all of those items of business. Before those items of business, we do, of course, have public comment. I believe that the public comment period is penciled in for 20 minutes, but I believe we only have two public commenters.",public
"So it'll probably go faster than that. Just as a reminder, when you hear your name called for those who are signed up for public comment, you will hear a prompt if you've been unmuted. That will be your cue to begin with your public testimony.",public
"So we will go ahead and recognize each speaker for two minutes, and, Mr. Clerk, if you would please moderate the public comment period and call those speakers, that would be great, and then we will proceed with the rest of our agenda this afternoon. So go ahead, please. The first person signed up for public comment today is David Haynes.",public
"Our next public commenter is Damon Tennell. Damon, we'll begin whenever you're ready. Damon, you may need to press mute.",public
"We'll get to that item and give you an opportunity to speak when we get to that item on the agenda. So at this time, we will turn to public comment, the remote public comment, and let me read some of the instructions, and then I'll hand it over to our clerk, Sarah Mays. It remains the strong intent of the Seattle City Council to have public comment regularly included on meeting agendas.",public
"I will read out the names. When I call your name, you will be prompted to unmute your self. When you hear that, please hit star six on your phone to unmute yourself and begin.",public
"When the minute is up, the microphone will be turned off. In recent meetings, the committee chair and panel speakers have said derogatory misleading things about small housing providers who made authentic public comments, calling us corporate fig leaves, referring to publicly confirmed issues as false narratives and declaring that small landlords are clearly unfamiliar with how the eviction moratorium works. Snide and civil commentary should not be allowed during council proceedings.",public
Since you appear to be muted if you hit star six you'll unmute. Sorry about that. I'm a small mom-and-pop landlord who rents to people in Seattle who work in a variety of lower-wage jobs.,public
"Do we have Laurence here? Laurence, you are still muted. If you get star six on your phone, you should unmute yourself.",public
"Nora, you are showing as still muted. If you can hit star six, you should unmute yourself. Still muted on your phone, so on your phone, star six.",public
I will moderate the public comment period in the following manner. Each speaker is given two minutes to speak. I'll call on each speaker by name and in the order in which they are registered on the website.,public
"If you have not yet registered, please do so. I'll call on each speaker by name and in the order in which they are registered. I'll call on each speaker by name and in the order in which they are registered.",public
"I'll call on each speaker by name and in the order in which they are registered. If you have not yet registered, you can sign up before the end of the public hearing by going to the Council's website. This link is also listed on today's agenda.",public
"Once I call a speaker's name, you'll hear a prompt. Once you've heard that prompt, you'll need to press star-6 to unmute yourself. Please begin speaking by stating your name and the item which you are addressing.",public
"Speakers will hear a chime when 10 seconds are left of the allotted time. And once the speaker hears that chime, we ask that you begin to wrap up your public comment. If speakers do not end their comments at the end of the allotted time provided, the speaker's mic will be muted after 10 seconds to allow us to hear from the next speaker.",public
"Once you've completed your public comment, please disconnect from the line if you plan to continue following this meeting. Please do so via the Seattle Channel or the listening options listed on the agenda. We've got three people in the queue signed up for public comment.",public
"Moving on to public comments. I will read the first set of instructions or directions and then Madam Clerk will take over. Colleagues, at this time we will open the remote public comment period for items on the city council agenda.",public
"Introduction and referral calendar. And the council's work program. As a reminder, the city council has the right to have remote public comment regularly included on meeting agendas.",public
"However, as a reminder, the city council reserves the right to end or eliminate these public comment periods at any point if we deem the system as being abused or is no longer suitable for allowing our meetings to be conducted efficiently and effectively. Madam Clerk, how many people do we have signed up? We have three signed up, Council President.",public
Thank you. So we have three speakers signed up. Two minutes each.,public
"Our city clerk will moderate the general public comment period and I will now hand it off to her to go ahead and read the instructions, Madam Clerk. Thank you. The public comment period for this meeting is up to 20 minutes and each speaker will be given two minutes to speak.",public
Speakers are called upon in the order in which they are registered to provide public comment on the council's website. Each speaker must call in from the phone number provided when registered and use the ID and passcode that was emailed to them. Each speaker must call in from the phone number provided when registered and use the ID and passcode that was emailed to them.,public
Each speaker must call in from the phone number provided when registered and use the ID and passcode that was emailed to them. Each speaker must call in from the phone number provided when registered and use the ID and passcode that was emailed upon confirmation. Please note this is different from the general meeting list line ID listed on the agenda.,public
"If you did not receive an email confirmation, please check your spam or junk mail folders. Once the speaker's name is called, staff will unmute the appropriate microphone and an automatic prompt of you have been unmuted will be the speaker's cue that it is their turn to speak. Speakers will hear a chime when 10 seconds are left of the allotted time.",public
"Once you hear the chime, we ask that you begin to wrap up your public comment. If speakers do not end their comments at the end of the allotted time provided, the speaker's microphone will be muted to allow us to call on the next speaker. Once you have completed your public comment, we ask that you please disconnect from the line.",public
"And if you plan to continue following this meeting, please do so via Seattle Channel or the listening options listed on the agenda. The public comment period is now open and we'll begin with the first speaker on the list. Please remember to press star six after you hear the prompt if you have been unmuted.",public
"Hearing no objection, the agenda is adopted. At this time, we'll open the remote public comment period for items on the agenda. I want to remind people right now that there is a public hearing on the Seattle Tourism Improvement Area, and so if you are signed up for public comment but really want to talk about that agenda item, please wait after the first agenda item, and we will open the public hearing after that.",public
"The public comment period for this meeting is up to 20 minutes, and each speaker will have up to two minutes to speak. Speakers are called upon in the order in which they registered online to provide public comment. Each speaker must call in from their phone number provided when registered and use the ID and passcode that was emailed upon confirmation.",public
"Please note this is different from the general meeting listen line ID listed on the agenda. If you did not receive an email confirmation, please check your spam and junk email folders. Again, I'll call on each speaker by name and in the order in which they registered on the council's website.",public
"If you have not yet registered to speak but would like to, you can sign up before the end of public comment by going to the council's website at Seattle.gov slash council. The public comment link is listed on today's agenda. Once I call a speaker's name, staff will unmute the appropriate microphone, and an automatic prompt of you have been unmuted will be the speaker's cue that it's their turn to speak, and then the speaker must press star six to begin speaking.",public
"Please begin speaking by stating your name and the item that you are addressing. Speakers will hear a chime when 10 minutes are left of the allotted time. Once you hear the chime, we ask that you please begin to wrap up your public comment.",public
"If speakers don't end their comments at the end of the allotted time, the speaker's microphone will be muted to allow us to call on the next speaker. Once you've completed your public comment, we ask that you will please disconnect from the line, and if you plan to continue following the meeting, please do so via Seattle Channel or the listening options listed on the agenda. The public comment period is now open, and we will begin with the first speaker on the list.",public
"Please remember to press star six after you hear the prompt of you have been unmuted. All right. Our first speaker is Jason Paulman, followed by Jeremy Rowett.",public
"No, Council Member Nelson, I'm sorry to interrupt, but the instructions are at this time we will open the remote public comment period for items on the agenda. And what is the general comment part to be able to speak? Is there a place to speak at a meeting in front of you for a general comment?",public
Again. So is that the general City Council meeting I can speak at a general comment or is this no comment other than your agenda? I am not a Council President and I'm not.,public
"At this time we will open the remote public hearing for item 2, council bill 120273. I will moderate the public hearing in the following manner. Each speaker will have up to two minutes to speak.",public
The public hearing will end once all of those who are signed up and are able to speak have done so. Speakers are called upon in the order in which they registered online to provide comment. Each speaker must call in from the phone number provided when registered and use the ID and passcode that was emailed upon confirmation.,public
"Please note this is different from the general meeting listen line ID listed on the agenda. If you did not receive an email confirmation, please check your spam and junk mail folders. Again I will call on each speaker by name and in the order in which they registered on the council's website.",public
"If you have not yet registered to speak but would like to, you can sign up before the end of public comment by going to the council's website at Seattle.gov slash council. The public comment link is also listed on today's agenda. Once I call a speaker's name, staff will unmute the appropriate microphone and an automatic prompt of you have been unmuted will be the speaker's cue that it is their turn to speak and then the speaker must press star 6 to begin speaking.",public
"Speakers will hear a chime when 10 seconds are left of the allotted time. Once you hear the chime, we will ask that you please begin to wrap up your public comment. If speakers do not end their comments at the end of the allotted time, the speaker's microphone will be muted to allow us to call on the next speaker.",public
"Once you have completed your comment, we ask that you please disconnect from the line and if you plan to continue following this meeting, please do so via the Seattle channel or the listening options listed on the agenda. The public hearing is now open and we will begin with the first speaker on the list and right now there is there are only, yeah, there are four listed speakers and the first one will be Mike Stewart followed by Mary Baccarella. Please go ahead, Mike.",public
"I do see that we have been joined by councilmember Nelson and so we have a full committee here today and before we begin, if there is no objection, the agenda will be adopted. Hearing no objection, the agenda is adopted. At this time, we will open the remote public comment period for items on today's agenda.",public
"If you have called in to sign up for the public hearing, please do note that at the start of your comments and then we will hold you over for the public hearing which is separate from public comment. And before we begin, I ask that everyone please be patient as we learn to operate this new system in real time. As a reminder, public comment is limited to items on today's agenda.",public
"While it remains our strong intent to have public comment regularly included on meeting agendas, the city council reserves the right to end or eliminate these public comment periods at any point if we deem that the system is being abused or is unsuitable for allowing our meetings to be conducted efficiently and in the manner in which we are able to conduct our necessary business. I will, seeing as we have 18 people signed up today, I am going to limit comments to one minute and I will extend the public comment from 10 minutes to 20 minutes. So the public comment period for this meeting is up to 20 minutes and each speaker will be given one minute to speak.",public
"I will call on each speaker by name and in the order in which they registered on the council's website. If you have not yet registered to speak and would like to, you can sign up before the end of public comment by going to the council's website. The public comment link is also listed on today's agenda.",public
"The public comment, the line to call is different than the council listen line and is included in the email from registering for public comment. Once I call on a speaker's name, staff will unmute the appropriate microphone and an automatic prompt if you have been unmuted will be your cue that it is your turn to speak. Please begin speaking by stating your name and the item which you are addressing.",public
"Speakers will hear a chime when 10 seconds are left of the allotted time. Once a speaker hears the chime, we ask you to please begin to wrap up your public comments. If speakers do not end their comments at the end of the allotted time provided, the speaker's microphone will be muted after 10 seconds to allow us to call on the next speaker.",public
"Once you have completed your public comment, we ask that you please disconnect from the line and if you plan to continue following this meeting, please do so via the Seattle channel or the listening options listed on the agenda. Again, there is a separate public hearing for item 1, council bill 120265, the extension of the bringing business home bill. If your comments are about item number 1, please reserve them for the appropriate hearing.",public
"The public comment period is now open and we will begin with the first speaker on the list. Joshua Morris is signed up first, though Joshua, you are not present at this time. Please take a moment to dial in.",public
"Please do call into the phone number provided on your registration email. All of that said, we will get started. Joshua, I'm going to put you to the end of the list just for efficiency's sake.",public
"If you want to press star six, not pound six, but star six. Now is the moment. Thank you.",public
"Steve, are you able to come off of mute? Star six at this time. We'll come back to Steve.",public
"Good afternoon. I see you there. Star six, Suzanne.",public
"Not pound six, star six. Mr. G, can we make sure that's the right phone number for her? Oh, there she is.",public
"Before we open the public hearing, let's see, where is this? The public hearing on Council Bill 120265 is now open. We will begin with the speakers on the list.",public
"Hearing or seeing no objection, the agenda is adopted. We'll move now to the public comment section of our agenda. We will open remote public comment for items on the city council agenda, introduction and referral calendar, and the council's work program.",public
"It remains the strong intent of the city council to have remote public comment regularly included on meeting agendas. However, as a reminder, the city council reserves the right to end or eliminate these public comment periods at any point if we deem that this system is being abused or is no longer suitable for allowing our meetings to be conducted efficiently and effectively. Madam Clerk, how many people do we have signed up?",public
"Sarah? 32. 32, thank you. Can you tell me what time would that be if we give the public comment 32 minutes?",public
"Thank you. Thank you. The public comment period for this meeting is up to 32 minutes, and each speaker will be given 2 minutes to speak.",public
"Speakers are called upon in the order in which they are registered to provide public comment on the council's website. Each speaker must call in from the phone number provided when registered and use the ID and passcode that was emailed upon confirmation. Please note, this is different from the general meeting line listen ID listed on the agenda.",public
"If you did not receive an email confirmation, please check your spam or junk mail folders. Once a speaker's name is called, staff will unmute the appropriate microphone, and an automatic prompt if you have been unmuted will be the speaker's cue that it's their turn to speak, and the speaker must press star 6 to begin speaking. Please begin speaking by stating your name and the item you are addressing.",public
"Speakers will hear a chime when 10 seconds are left of the allotted time. Once you hear the chime, we ask that you begin to wrap up your public comment. If speakers do not end their comments at the end of the allotted time provided, the speaker's microphone will be muted to allow us to call the next speaker.",public
"Once you have completed your public comment, we ask that you please disconnect from the line, and if you plan to continue following this meeting, please do so via Seattle General or the listening options listed on the agenda. The public comment period is now open, and we'll begin with the first speaker on the list. Please remember to press star 6 after you hear the prompt of you have been unmuted.",public
"However, the City Council preserves the right to modify these public comment periods at any point if we deem that the system is being abused or is unsuitable for allowing our meetings to be conducted efficiently. I will moderate the public comment period in the following manner. Public comment period for this meeting is 20 minutes, up to 20 minutes.",public
And each speaker will be given two minutes to speak. I will call on two speakers at a time. The first speaker will be Mr. Goodman.,public
"The second speaker will be Mr. Valdes. The public comment period for this meeting is 20 minutes, up to 20 minutes. And each speaker will be given two minutes to speak.",public
"I will call on two speakers at a time and in the order in which they are registered on the Council's website. If you have not yet registered to speak, but would like to, you can sign up before the end of this public comment period by going to the Council's website at Seattle.gov forward slash council. The public comment link is also listed on today's agenda.",public
"The first person to speak in this meeting will be the public comment speaker. The public comment speaker will be presented with the appropriate microphone and an automatic prompt of you have been unmuted will be the speaker's cue that it is their turn to speak, and the speaker must press star six to begin speaking. Star six.",public
"Please begin speaking by stating your name and the item that you are addressing. As a reminder, public comment should relate to an item on today's agenda or to our committee's oversight responsibilities. Speakers will hear a chime in ten seconds or left.",public
"We ask that you please begin to wrap up your public comment. If speakers do not end their comments at the time allotted, the speaker's microphone will be muted to allow us to call on the next speaker. Once you have completed your public comment, we ask that you please disconnect from the line, and if you plan to continue following this meeting, please do so via the Seattle channel or the listening options listed on the agenda.",public
"The regular public comment period for this committee meeting is now open, and we will begin with the first speaker on the list. Please remember to press star six before speaking. First, we've got Jack Alderman, followed by David Haynes.",public
"The consent calendar is adopted. Public comment. Colleagues, at this time we will open the remote public comment period for items on the city council agenda, introduction referral calendar and the council's work program.",public
"It remains the strong intent of the city council to have remote public comment regularly included on meeting agendas. However, as a reminder, the city council reserves the right to end or eliminate these public comment periods at any point if we deem it appropriate. We will not be able to do so unless we do so effectively.",public
"Currently, I believe we have about nine public speakers. If there's no objection, we'll go ahead and give them each two minutes to speak. And we don't need to extend the public comment period.",public
So they'll each get two minutes to speak. Our city clerk will moderate this general public comment period and I believe we have about five minutes left. The general public comment period for this meeting is up to 20 minutes and each speaker will be given two minutes to speak.,public
Speakers are called upon the order in which they registered to provide public comment on the council's website. Each speaker must call in from the phone number provided when registered and use the ID and pass code. That was emailed upon confirmation.,public
"Please note this is different from the general meeting. Listen line ID listed on the agenda. If you did not receive an email confirmation, please call in from the phone number provided.",public
"Once a speaker's name is called, staff will unmute the appropriate microphone and an automatic prompt of you have been unmuted. We'll be the speaker's cue that is their turn to speak. And then the speaker must press star six to begin speaking.",public
"Please begin speaking by saving your name and the item that you are addressing. Speakers will hear a chime when 10 seconds are left at the allotted time. Once you hear that chime, we ask that you begin to wrap up your public comment.",public
"The speakers do not end their comments at the end of the allotted time period. The speaker's microphone will be muted to allow us to call on the next speaker. Once you have completed your public comment, we ask that you please disconnect from the line.",public
"And if you plan to continue following this meeting, please do serve via Seattle channel or the listening line options listed on the agenda. The public comment period is now open. We will begin with the first speaker on the list.",public
"Please remember to press star six after you hear the prompt of you have been unmuted. The first speaker on the list is Maya Kelly. Hi, my name is Mia Kelly.",public
Folks who have signed up will have two minutes to provide public comments. You will hear a chime at the end of your two-minute allotment. That chime gives you the indication that you have about ten seconds to wrap up your comments.,public
"And we do hope that you will take the time to wrap it up so that nothing gets cut off. If you would like to send us the remainder of your comments, you can send those to council at Seattle.gov. Again, once you hear your name, please note that you will be able to submit your comments at the end of your two-minute allotment.",public
"If you would like to send us the remainder of your comments, you can send those to council at Seattle.gov. Again, once you hear your name, please note that you will hear a prompt that says you have been unmuted. However, that is also your indication to hit star six on your own line to unmute your phone.",public
"At this point, we are going to go ahead and dive into public comment. Again, you'll hear your name. Please make sure you hit star six to unmute yourself.",public
Star six. Okay. I'm going to keep my eye on Kristen's tile here.,public
There's a two week public comment. Period and a three week appeal period. And these periods run concurrently.,public
"I will begin the remote general public comment period. I ask everyone to be patient as we operate this online system. It remains a strong intent of the Council to have public comment regularly included in our meeting agendas, however, the Council does reserve the right to modify these public comment periods at any point if we deem the system as being inadequate.",public
"The Council will begin the public comment period in the following manner, the comment period is open for 20 minutes. Each speaker will be given two minutes to speak. I will call on speakers and in the order in which they are registered, if you have not yet registered to speak but would like to, you can sign up before the end of this public comment period by going to the Council's website at Seattle.gov slash Council.",public
"The public comment link is also available on the Council's website at Seattle.gov slash Council. If you have not yet registered to speak, you can unmute the appropriate microphone and an automatic prompt of you have been unmuted will be the speaker's cue that it is their turn to speak. The speaker must press star six to begin speaking.",public
"Please state your name and the item you are addressing and as a reminder, public comment should relate to any item on today's agenda. If you are not able to speak, you may press star six to unmute your microphone and the speaker's microphone will be muted so we can allow the next speaker to have their turn. Once you have completed your comment, we ask that you please disconnect from the line and if you would like to continue following this meeting, you can do so via Seattle Channel or the listening options on today's agenda.",public
So the public comment period is now open. We will begin with the first speaker. I have two speakers listed.,public
"Carlos, can you hear us? Are you able to push star six and give your comment? Listen line callers cannot call in.",public
They need to use the number provided on the call. They need to use the number provided on the call. They need to use the number provided on the call and then you can use the number provided on the e-mail in the registration to be able to join the meeting.,public
If we did it for 20 minutes? Three 3 45. Okay.,public
"There are no objections. I will suspend the rules to allow an additional 10 minutes for a total of 30 minutes of public comment. Hearing no objections, public comment has been extended.",public
"I will moderate the public comment period in the following manner. Because of the number of speakers signed up to testify this morning, each speaker will be given one minute to speak. I will call on each speaker by name and in the order which they registered on the Council's website.",public
"If you have not yet registered to speak but would like to do so, you can sign up for the end of the public hearing by going to the Council's website. The link is also listed on today's agenda. Once I call a speaker's name, you will hear a prompt.",public
"And once you've heard that prompt, please hit star 6 to unmute yourself. Please begin speaking by stating your name and the item which you are addressing. Speakers will hear a chime when 10 seconds are left of their allotted time.",public
"And once the speaker hears that chime, we ask that you begin to wrap up your public comments. If the speakers do not end their public comment at the end of the allotted time provided, speaker's mic will be muted after 10 seconds to allow us to hear from the next speaker. Once you've concluded your comment, please disconnect from the line.",public
"And if you plan to continue following this meeting, you can do so via the Seattle panel or the listening options listed on the agenda. We have 46 people signed up for public comment. And again, I will read names into the record one at a time.",public
"Molly, remember to press star six. There you go. Good morning, and thank you for the opportunity to provide public comment today on the payout policy.",public
"Leif? Leif, remember to press star six to unmute yourself. I'm still seeing you unmute there.",public
"Star six, if you're with us. Leif, star six, if you could hit star six so we could hear you. Calling one more time for Leif Gehring.",public
"Thank you so much. Maria, we need you to hit star six to unmute yourself. There we go.",public
"Allison, you do need to hit star. There you go. Thank you.",public
"Kedane? Kedane, you'll need to hit star six, please, so we can hear you. Let's try again.",public
"It remains the strong intent of the City Council to have a remote public comment regularly included on meeting agendas. However, as a reminder, the City Council reserves the right to end or eliminate the public comment periods at any point if we deem the systems being abused are no longer suitable for allowing our meetings to be conducted efficiently and effectively. Let me just pull up the list of speakers one moment.",public
Looks like we have just two or three speakers right now. So each speaker will be given two minutes to speak. Our city clerk will moderate this general public comment period.,public
I'm going to go ahead and pull up the list of speakers. Each speaker must call in from the phone number provided when registered and use the ID and pass code that was emailed upon confirmation. Please note this is different from the general meeting list line ID listed on the agenda.,public
"If you did not receive an email from the city clerk, please call in from the phone number provided when registered and use the ID and pass code that was emailed upon confirmation. Please note this is different from the general meeting list line ID listed on the agenda. If you did not receive an email from the city clerk, please call in from the phone number provided.",public
"Please note this is different from the general meeting list line ID listed on the agenda. If you did not receive an email from the city clerk, please call in from the phone number provided. Please note this is different from the general meeting list line ID listed on the agenda.",public
"If you plan to continue following this meeting, please do so via Seattle general or the listening options listed on the agenda. The public comment period is now open and we'll begin with the first speaker on the list. Please remember to press star six . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",public
The city council reserves the right to modify this public comment in any deemed that the system is unsuitable or being abused. I will moderate the public comment when the following manner. Up to 20 minutes for the Speaker will be given two minutes to speak to we have about five speakers signed up right now.,public
"I will call on two at a time. In the order, if you have not yet registered? Or if you would like to speak?",public
Sign up before the end of this public comment. Go to Seattle.Gov /Counsel. And it is also stated on today's agenda.,public
"Once I call your name, the staff will Unmute. And an automatic prompted it'll be the speakers Queue that it is your turn to speak. They must hit Star 6 and state your name and the item that you are addressing.",public
"And a reminder they should relate to an item on the agenda park or to the committee oversight responsibility. Speakers will hear a Chime in 10 seconds. Went to hear that 10 second warning, wrap up your comment.",public
"If they do not end there comment at the end of the time? The speakers microphone will be muted. Once you have completed your public comment, Disconnect.",public
And if you want to continue following this meeting? Do so on the Seattle channel or the listing options list on the agenda for the regular comment is now open the program we will begin with the first speaker. And remember hitting Star 6 before speaking.,public
Thank you. Betty Lau. And please hit Star 6 on your telephone to speak.,public
"Are this time? We will open the remote public comment period for items on city council agenda, reduction and referral calendar. And the council's work program.",public
"My understanding is there are five matters on the council agenda. It remains a strong intent, to city council to have remote, public, comment regularly included on meeting. Agendas.",public
"However, is reminder. The city can  City council reserves the right to enter eliminate these public comment periods at any point in which we deem that the system is being abused, or is no longer suitable to allow our meetings to be conducted efficiently and effectively.",public
Currently we have three speakers signed up to speak. Each speaker will have two minutes and our city clerk will moderate the general public comment period And I will now hand it off to Madam clerk to read the instructions. For the folks that have signed up Madam Clerk.,public
 The public comment period for this meeting is up to 20 minutes and each speaker will be given two minutes to speak speakers. Are called upon in the order which they registered to provide public comment on the council's. Website.,public
Each speaker must call in for the phone number provided when registered and use the ID and passcode that was emailed upon confirmation. Please note. This is different from the general meeting.,public
"Listen line, ID listed on the agenda. If you did not receive an email confirmation, please check your spam or junk mail folders.  Let's see, speaker's name is Claude staffel, unmute the appropriate microphone.",public
And an automatic prompt of you have been a muted will be the speaker's q that is their turn to speak. And then the speaker must press star six to begin speaking. Please begin speaking by saving your name and the item which you are.,public
"Addressing speakers will hear a chime when 10 seconds are left of the allotted time. And so you hear the chime, we ask that. You begin to wrap up your public comment.",public
If speakers do not end their comments at the end of the allotted time provided the speakers microphone will be muted.  Two hours to come on the next speaker. Once you have completed your public comment.,public
"We ask that you please disconnect from the line. And if you plan to continue following this meeting, please do so via Seattle Channel or the listening line options, listed listed on the agenda. The public comment period is not opened and we will begin with the first speaker on the list.",public
"Please, remember to press star 6. After you hear the prompt of you have been unmuted. Our first speaker is Howard Gail.",public
"And so we are going to take some time to make sure that we get that right with the mayor's office. At this time, we're going to open up to public comment, and we do have two people signed up for public comments. We're going to go ahead and allow for two minutes for public comment from each of the speakers.",public
"So you have the full time again, for folks who are dialing in, you are going to hear a chime that says you have been unmuted and that is your indication to hit star six. Close to the end of your two minute allotment, you'll hear a bell. That's your 10 second warning that you need to try to wrap it up.",public
"And if you have not finished with your comments and you'd like to share more with us, of course, please do email us at council at seattle.gov. Once you've completed your public comment, we ask you to please disconnect from the line. And if you plan to continue watching, please do so on Seattle channel or the other listening options presented on today's agenda.",public
"With that, the public comment is open. And the first two speakers are signed up are David Hines and Ellie Bondi. Good morning, David.",public
"Because of the number of speakers signed up to testify this morning, each speaker will be given one minute to speak. I will call on each speaker by name and in order, which they registered on the council's website. If you've not yet registered to speak, but would like to do so, you can sign up before the end of the public hearing by going to the council's website.",public
"This link is also listed on today's agenda. Once I call a speaker's name, you'll hear a prompt. Once you've heard that prompt, you need to hit star six to unmute yourself.",public
"Please begin speaking by stating your name and the item which you are addressing. Speakers will hear a chime when 10 seconds are left of the allotted time. Once the speaker hears that chime, we ask that you begin to wrap up your public comments.",public
"If you do not end your public comments at the end of the allotted time provided, the speaker's mic will be muted after 10 seconds to allow us to hear from the next speaker. And once you have completed your public comment, we ask that you please disconnect from the line. If you plan to continue following the meeting, we encourage you to do so via the Seattle channel and the listening options listed on the agenda.",public
"Adrienne, we need you to hit star six so we can hear you. Okay, I'm gonna try one more time. Adrienne, there you go, perfect.",public
"We have gone to the end of our public comment period, but I would really like to hear from more speakers. The public comment period on our agenda is, and according to our council rules, it's 20 minutes, but if there are no objections, I'd like to suspend the rules to allow an additional 20 minutes for a total of 40 minutes of public comment. Is there any objection?",public
"And if you could hit star six, that'd be great. Thank you. Good morning.",public
"David, hit star six, please. Perfect. Oh, good morning.",public
"We are on public comment at this time. As you've heard every Tuesday, well, you've heard a lot in the last two years. We will open the remote public comment period for items on the City Council Agenda, Introduction and Referral Calendar, and the Council's Work Program.",public
"It remains the strong intent of the City Council to have remote public comment regularly included on meeting and Agendas. However, as a reminder, the City Council reserves the right to end or eliminate these public comment periods at any point if we deem that the system is being abused or is no longer suitable for allowing our meetings to be conducted efficiently and effectively. Our City Clerk will moderate the general public comment period, and before I hand it off, we have 10 speakers on the line, and each speaker will be given two minutes.",public
"So we have 11 speakers, two minutes each, correct? Correct. Unless you'd like to modify that.",public
"Thank you. Public comment period for this meeting is up to 20 minutes, and each speaker will be given two minutes to speak. Speakers are called upon the order in which they registered to provide public comment on the Council's website.",public
"Each speaker must call in from the phone number which provided when registered and use the ID and passcode that was emailed upon confirmation. Please note this is different from the general meeting list and line ID listed on the Agenda. If you did not receive an email confirmation, please check your spam or junk mail folders.",public
"Once a speaker's name is called, staff will unmute the appropriate microphone, and an automatic prompt of you have been unmuted will be the speaker's cue that is their turn to speak, and then the speaker must press star six to begin speaking. Please begin speaking by stating your name and the item that you are addressing. Speakers will hear a chime when 10 seconds are left of the allotted time.",public
"Once you hear that chime, we ask that you begin to wrap up your public comment. If speakers do not end their comments at the end of the allotted time provided, the speaker's microphone will be muted to allow us to call on the next speaker. Once you have completed your public comment, we ask that you please disconnect from the line, and if you plan to continue following this meeting, please do so via Seattle Channel or the listening options listed on the Agenda.",public
